file,class,type,dit_x,fanin_x,fanout_x,lcc_x,lcom*_x,loc_x,noc_x,rfc_x,innerClassesQty_x,totalFieldsQty_x,totalMethodsQty_x,wmc_x,NprotM_x,BOvR_x,ATFD_x,ATLD_x,LAA_x,BUR_x,FDP_x,line_x,dit_y,fanin_y,fanout_y,lcc_y,lcom*_y,loc_y,noc_y,rfc_y,innerClassesQty_y,totalFieldsQty_y,totalMethodsQty_y,wmc_y,NprotM_y,BOvR_y,ATFD_y,ATLD_y,LAA_y,BUR_y,FDP_y,line_y,RefusedBequest
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_375\Int.java,org.mapstruct.ap.test.bugs._375.Int,interface,1,2,1,-1.0,0.0,2,0,0,0,0,0,0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,14,1.0,2.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,14.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\nestedsourceproperties\_target\ChartEntryComposed.java,org.mapstruct.ap.test.nestedsourceproperties._target.ChartEntryComposed,class,1,2,1,0.11111111,0.8,37,0,0,0,5,10,10,0.0,-1.0,0.0,10.0,1.0,-1.0,0.0,11,1.0,2.0,1.0,0.11111111,0.8,37.0,0.0,0.0,0.0,5.0,10.0,10.0,0.0,-1.0,0.0,10.0,1.0,-1.0,0.0,11.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\main\java\org\mapstruct\ap\internal\conversion\SimpleConversion.java,org.mapstruct.ap.internal.conversion.SimpleConversion,class,1,27,7,0.0,0.0,27,26,8,0,0,9,9,0.0,-1.0,0.0,6.0,1.0,-1.0,0.0,23,1.0,27.0,7.0,0.0,0.0,27.0,26.0,8.0,0.0,0.0,9.0,9.0,0.0,-1.0,0.0,6.0,1.0,-1.0,0.0,23.0,0.0
C:\Users\syuuj\gitProject\mapstruct\integrationtest\src\test\resources\gradleIncrementalCompilationTest\src\main\java\org\mapstruct\itest\gradle\model\Target.java,org.mapstruct.itest.gradle.model.Target,class,1,2,1,0.2,0.6,19,0,1,0,2,5,5,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,8,1.0,2.0,1.0,0.2,0.6,19.0,0.0,1.0,0.0,2.0,5.0,5.0,0.0,-1.0,0.0,4.0,1.0,-1.0,0.0,8.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\conversion\java8time\localdatetimetoxmlgregoriancalendarconversion\Source.java,org.mapstruct.ap.test.conversion.java8time.localdatetimetoxmlgregoriancalendarconversion.Source,class,1,2,0,1.0,0.0,9,0,0,0,1,2,2,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,13,1.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,13.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1523\java8\Issue1523Mapper.java,org.mapstruct.ap.test.bugs._1523.java8.Issue1523Mapper,class,1,2,4,,1.0,4,0,1,0,1,1,1,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,15,1.0,2.0,4.0,,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,15.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\main\java\org\mapstruct\ap\internal\model\source\selector\FactoryParameterSelector.java,org.mapstruct.ap.internal.model.source.selector.FactoryParameterSelector,class,1,1,6,,0.0,17,0,6,0,0,1,6,0.0,-1.0,2.0,0.0,0.0,-1.0,2.0,21,1.0,1.0,6.0,,0.0,17.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,-1.0,2.0,0.0,0.0,-1.0,2.0,21.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\inheritance\attribute\Target.java,org.mapstruct.ap.test.inheritance.attribute.Target,class,1,3,0,1.0,0.0,9,0,0,0,1,2,2,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,8,1.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,8.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\references\SomeOtherType.java,org.mapstruct.ap.test.references.SomeOtherType,class,2,4,2,1.0,0.0,36,0,3,0,1,5,10,0.0,0.0,2.0,6.0,0.75,-1.0,1.0,12,2.0,4.0,2.0,1.0,0.0,36.0,0.0,3.0,0.0,1.0,5.0,10.0,0.0,0.0,2.0,6.0,0.75,-1.0,1.0,12.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\verbose\SelectBeanMapping.java,org.mapstruct.ap.test.verbose.SelectBeanMapping.NestedTarget,innerclass,1,0,0,1.0,0.0,9,0,0,0,1,2,2,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,56,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,56.0,0.0
C:\Users\syuuj\gitProject\mapstruct\processor\src\test\java\org\mapstruct\ap\test\bugs\_1742\Target.java,org.mapstruct.ap.test.bugs._1742.Target,class,1,2,1,1.0,0.0,9,0,0,0,1,2,2,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,11,1.0,2.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,11.0,0.0
